id,solver_id,anon_1,instance,solver_format,runtime,task_id,symbol,result,cut_off,timed_out,exit_with_error,error_code,additional_argument,benchmark_id,correct,validated,benchmark_name,tag
3046,1,MY_SOLVER_2_1.4,C-2-afinput_exp_acyclic_indvary1_step2_batch_yyy07.apx,apx,,24,DS-CO,,1,True,False,,242,1,,False,MY_BENCHMARK_STANDARD,t
3047,2,MY_SOLVER_3_1.4,C-1-WS_200_28_70_10.apx,apx,0.00834080000001336,24,DS-CO,NO,1,False,False,,a108,1,,False,MY_BENCHMARK_STANDARD,t
3048,2,MY_SOLVER_3_1.4,C-1-grd_489_5_8.apx,apx,0.006973000000016327,24,DS-CO,YES,1,False,False,,a396,1,,False,MY_BENCHMARK_STANDARD,t
3049,2,MY_SOLVER_3_1.4,C-1-grd_8034_1_2.apx,apx,0.6868280000000198,24,DS-CO,NO,1,False,False,,a3513,1,,False,MY_BENCHMARK_STANDARD,t
3050,2,MY_SOLVER_3_1.4,C-2-afinput_exp_acyclic_indvary1_step2_batch_yyy07.apx,apx,,24,DS-CO,,1,True,False,,242,1,,False,MY_BENCHMARK_STANDARD,t
3051,3,ArgSemSAT_1.4,C-1-WS_200_28_70_10.apx,apx,0.01526819999997997,24,DS-CO,NO,1,False,False,,a108,1,,False,MY_BENCHMARK_STANDARD,t
3052,3,ArgSemSAT_1.4,C-1-grd_489_5_8.apx,apx,0.021205100000003085,24,DS-CO,YES,1,False,False,,a396,1,,False,MY_BENCHMARK_STANDARD,t
3053,3,ArgSemSAT_1.4,C-1-grd_8034_1_2.apx,apx,,24,DS-CO,,1,True,False,,a3513,1,,False,MY_BENCHMARK_STANDARD,t
3054,3,ArgSemSAT_1.4,C-2-afinput_exp_acyclic_indvary1_step2_batch_yyy07.apx,apx,,24,DS-CO,,1,True,False,,242,1,,False,MY_BENCHMARK_STANDARD,t
3055,4,MatrixX_0.96,C-1-WS_200_28_70_10.apx,apx,,24,DS-CO,,1,True,False,,a108,1,,False,MY_BENCHMARK_STANDARD,t
3056,4,MatrixX_0.96,C-1-grd_489_5_8.apx,apx,0.0415115000000128,24,DS-CO,YES,1,False,False,,a396,1,,False,MY_BENCHMARK_STANDARD,t
3057,4,MatrixX_0.96,C-1-grd_8034_1_2.apx,apx,,24,DS-CO,,1,True,False,,a3513,1,,False,MY_BENCHMARK_STANDARD,t
3058,4,MatrixX_0.96,C-2-afinput_exp_acyclic_indvary1_step2_batch_yyy07.apx,apx,,24,DS-CO,,1,True,False,,242,1,,False,MY_BENCHMARK_STANDARD,t
